Frame,R,G,B,WW,CW
883,43,0,212,0,152
884,43,0,212,0,152
885,43,0,212,0,152
886,43,0,212,0,152
887,43,0,212,0,152
888,43,0,212,0,152
889,43,0,212,0,152
890,43,0,212,0,152
891,43,0,212,0,152
892,43,0,212,0,152
893,32,0,97,0,69
894,32,0,97,0,69
895,32,0,97,0,69
896,32,0,97,0,69
897,32,0,97,0,69
898,32,0,97,0,69
899,32,0,97,0,69
900,32,0,97,0,69
901,32,0,97,0,69
902,32,0,97,0,69
903,32,0,97,0,69
904,32,0,97,0,69
905,32,0,97,0,69
906,32,0,97,0,69
907,32,0,97,0,69
908,32,0,97,0,69
909,32,0,97,0,69
910,32,0,97,0,69
911,32,0,97,0,69
912,32,0,97,0,69
913,32,0,97,0,69
914,32,0,97,0,69
915,32,0,97,0,69
916,32,0,97,0,69
917,32,0,97,0,69
918,32,0,97,0,69
919,32,0,97,0,69
920,32,0,97,0,69
921,32,0,97,0,69
922,32,0,97,0,69
923,32,0,97,0,69
924,32,0,97,0,69
925,32,0,97,0,69
926,32,0,97,0,69
927,32,0,97,0,69
928,32,0,97,0,69
929,32,0,97,0,69
930,17,0,121,0,83
931,17,0,121,0,83
932,17,0,121,0,83
933,17,0,121,0,83
934,17,0,121,0,83
935,17,0,121,0,83
936,17,0,121,0,83
937,17,0,121,0,83
938,17,0,121,0,83
939,17,0,121,0,83
940,17,0,121,0,83
941,17,0,121,0,83
942,17,0,121,0,83
943,17,0,121,0,83
944,17,0,121,0,83
945,17,0,121,0,83
946,17,0,121,0,83
947,17,0,121,0,83
948,17,0,121,0,83
949,17,0,121,0,83
950,17,0,121,0,83
951,17,0,121,0,83
952,17,0,121,0,83
953,17,0,121,0,83
954,17,0,121,0,83
955,17,0,121,0,83
956,17,0,121,0,83
957,17,0,121,0,83
958,17,0,121,0,83
959,17,0,121,0,83
960,17,0,121,0,83
961,17,0,121,0,83
962,17,0,121,0,83
963,17,0,121,0,83
964,17,0,121,0,83
965,17,0,121,0,83
966,17,0,121,0,83
967,17,0,121,0,83
968,17,0,121,0,83
969,17,0,121,0,83
970,17,0,121,0,83
971,17,0,121,0,83
972,17,0,121,0,83
973,17,0,121,0,83
974,17,0,121,0,83
975,17,0,121,0,83
976,17,0,121,0,83
977,17,0,121,0,83
978,17,0,121,0,83
979,17,0,121,0,83
980,17,0,121,0,83
981,17,0,121,0,83
982,35,0,187,0,170
983,35,0,187,0,170
984,35,0,187,0,170
985,35,0,187,0,170
986,35,0,187,0,170
987,35,0,187,0,170
988,35,0,187,0,170
989,35,0,187,0,170
990,35,0,187,0,170
991,35,0,187,0,170
992,35,0,187,0,170
993,35,0,187,0,170
994,35,0,187,0,170
995,35,0,187,0,170
996,35,0,187,0,170
997,35,0,187,0,170
998,35,0,187,0,170
999,35,0,187,0,170
1000,35,0,187,0,170
1001,35,0,187,0,170
1002,35,0,187,0,170
1003,35,0,187,0,170
1004,35,0,187,0,170
1005,35,0,187,0,170
1006,35,0,187,0,170
1007,35,0,187,0,170
1008,35,0,187,0,170
1009,35,0,187,0,170
1010,35,0,187,0,170
1011,35,0,187,0,170
1012,35,0,187,0,170
1013,35,0,187,0,170
1014,35,0,187,0,170
1015,35,0,187,0,170
1016,6,0,74,0,25
1017,6,0,74,0,25
1018,6,0,74,0,25
1019,6,0,74,0,25
1020,6,0,74,0,25
1021,6,0,74,0,25
1022,6,0,74,0,25
1023,6,0,74,0,25
1024,6,0,74,0,25
1025,6,0,74,0,25
1026,6,0,74,0,25
1027,6,0,74,0,25
1028,6,0,74,0,25
1029,6,0,74,0,25
1030,6,0,74,0,25
1031,6,0,74,0,25
1032,6,0,74,0,25
1033,6,0,74,0,25
1034,6,0,74,0,25
1035,6,0,74,0,25
1036,6,0,74,0,25
1037,6,0,74,0,25
1038,6,0,74,0,25
1039,6,0,74,0,25
1040,6,0,74,0,25
1041,6,0,74,0,25
1042,6,0,74,0,25
1043,6,0,74,0,25
1044,6,0,74,0,25
1045,6,0,74,0,25
1046,6,0,74,0,25
1047,6,0,74,0,25
1048,6,0,74,0,25
1049,6,0,74,0,25
1050,6,0,74,0,25
1051,6,0,74,0,25
1052,6,0,74,0,25
1053,6,0,74,0,25
1054,6,0,74,0,25
1055,6,0,74,0,25
1056,6,0,74,0,25
1057,6,0,74,0,25
1058,6,0,74,0,25
1059,6,0,74,0,25
1060,6,0,74,0,25
1061,6,0,74,0,25
1062,6,0,74,0,25
1063,6,0,74,0,25
1064,6,0,74,0,25
1065,6,0,74,0,25
1066,6,0,74,0,25
1067,6,0,74,0,25
1068,6,0,74,0,25
1069,6,0,74,0,25
1070,6,0,74,0,25
1071,6,0,74,0,25
1072,6,0,74,0,25
1073,6,0,74,0,25
1074,6,0,74,0,25
1075,6,0,74,0,25
1076,6,0,74,0,25
1077,6,0,74,0,25
1078,6,0,74,0,25
1079,6,0,74,0,25
1080,6,0,74,0,25
1081,6,0,74,0,25
1082,6,0,74,0,25
1083,6,0,74,0,25
1084,6,0,74,0,25
1085,15,0,133,0,85
1086,15,0,133,0,85
1087,15,0,133,0,85
1088,15,0,133,0,85
1089,15,0,133,0,85
1090,15,0,133,0,85
1091,15,0,133,0,85
1092,15,0,133,0,85
1093,15,0,133,0,85
1094,15,0,133,0,85
1095,15,0,133,0,85
1096,15,0,133,0,85
1097,15,0,133,0,85
1098,15,0,133,0,85
1099,15,0,133,0,85
1100,15,0,133,0,85
1101,15,0,133,0,85
1102,15,0,133,0,85
1103,15,0,133,0,85
1104,15,0,133,0,85
1105,15,0,133,0,85
1106,15,0,133,0,85
1107,15,0,133,0,85
1108,15,0,133,0,85
1109,15,0,133,0,85
1110,15,0,133,0,85
1111,15,0,133,0,85
1112,12,0,95,0,61
1113,12,0,95,0,61
1114,12,0,95,0,61
1115,12,0,95,0,61
1116,12,0,95,0,61
1117,12,0,95,0,61
1118,12,0,95,0,61
1119,12,0,95,0,61
1120,12,0,95,0,61
1121,12,0,95,0,61
1122,12,0,95,0,61
1123,12,0,95,0,61
1124,12,0,95,0,61
1125,12,0,95,0,61
1126,12,0,95,0,61
1127,12,0,95,0,61
1128,12,0,95,0,61
1129,12,0,95,0,61
1130,12,0,95,0,61
1131,12,0,95,0,61
1132,12,0,95,0,61
1133,12,0,95,0,61
1134,12,0,95,0,61
1135,12,0,95,0,61
1136,12,0,95,0,61
1137,12,0,95,0,61
1138,12,0,95,0,61
1139,12,0,95,0,61
1140,12,0,95,0,61
1141,12,0,95,0,61
1142,12,0,95,0,61
1143,12,0,95,0,61
1144,12,0,95,0,61
1145,12,0,95,0,61
1146,12,0,95,0,61
